            =================================================================
                             Relaxing the nuclear positions:                   
            =================================================================
  
  ITER           E [au]                        DE [au]                     <|F|> [au]                      DR [au]
   0   -0.39649564802868312086E+02   -0.39649564802868312086E+02    0.14194084909216048845E-01    0.10000000000000000000E+01  11
   1   -0.39672663877259971343E+02   -0.23099074391659257799E-01    0.14586036539135413537E-01    0.10000000000000000000E+01  11
   2   -0.39688354990786898213E+02   -0.15691113526926869781E-01    0.14024393508541335360E-01    0.10000000000000000000E+01  11
   3   -0.39703634747295140528E+02   -0.15279756508242314794E-01    0.13167647940080429506E-01    0.10000000000000000000E+01  11
   4   -0.39719162310332798427E+02   -0.15527563037657898803E-01    0.12247654459418933631E-01    0.10000000000000000000E+01  11
   5   -0.39735910401527405611E+02   -0.16748091194607184207E-01    0.11725548290253389599E-01    0.10000000000000000000E+01  11
   6   -0.39755752818492496203E+02   -0.19842416965090592385E-01    0.12038350809326400781E-01    0.10000000000000000000E+01  11
   7   -0.39778582490543598738E+02   -0.22829672051102534169E-01    0.13152635741666349189E-01    0.10000000000000000000E+01  11
   8   -0.39804974485210394164E+02   -0.26391994666795426383E-01    0.14547417399863791371E-01    0.10000000000000000000E+01  11
   9   -0.39833179287610640529E+02   -0.28204802400246364869E-01    0.15677947499037524215E-01    0.10000000000000000000E+01  11
  10   -0.39859938467604081325E+02   -0.26759179993440795897E-01    0.16098575914117136537E-01    0.10000000000000000000E+01  11
  11   -0.39882537576744574892E+02   -0.22599109140493567338E-01    0.15680375317558108150E-01    0.10000000000000000000E+01  11
  12   -0.39900632292374950794E+02   -0.18094715630375901583E-01    0.14672383276922348547E-01    0.10000000000000000000E+01  11
  13   -0.39915176836440203090E+02   -0.14544544065252296150E-01    0.13452410990738771987E-01    0.10000000000000000000E+01  11
  14   -0.39927037661998198814E+02   -0.11860825557995724466E-01    0.12250651369889606346E-01    0.10000000000000000000E+01  11
  15   -0.39936683860432651727E+02   -0.96461984344529128066E-02    0.11129257520473240933E-01    0.10000000000000000000E+01   3
  16   -0.39936505539987827262E+02    0.17832044482446463007E-03    0.10087951173384486839E-01    0.10000000000000000000E+01   2
  17   -0.39944426171327492625E+02   -0.79206313396653627024E-02    0.91193629604148472578E-02    0.10000000000000000000E+01   2
  18   -0.39950821460882366409E+02   -0.63952895548737842546E-02    0.82208988391170752241E-02    0.10000000000000000000E+01   2
  19   -0.39956021140729845342E+02   -0.51996798474789329703E-02    0.73877997033929988097E-02    0.10000000000000000000E+01   2
  20   -0.39960175414712097108E+02   -0.41542739822517660286E-02    0.66275647189511024959E-02    0.10000000000000000000E+01   2
  21   -0.39963540541390216276E+02   -0.33651266781191679911E-02    0.59310742872203028181E-02    0.10000000000000000000E+01   2
  22   -0.39966155422429579858E+02   -0.26148810393635812943E-02    0.52991551923786519088E-02    0.10000000000000000000E+01   2
  23   -0.39968232627219812514E+02   -0.20772047902326562507E-02    0.47217333766928215599E-02    0.10000000000000000000E+01   2
  24   -0.39969946016807682554E+02   -0.17133895878700400317E-02    0.42053466895478428672E-02    0.10000000000000000000E+01   2
  25   -0.39971304255805662820E+02   -0.13582389979802655944E-02    0.37403910635580633545E-02    0.10000000000000000000E+01   2
  26   -0.39972378511486233776E+02   -0.10742556805709568835E-02    0.33230101844674516699E-02    0.10000000000000000000E+01   2
  27   -0.39973324903893534099E+02   -0.94639240730032270221E-03    0.29492840407989969267E-02    0.17513765476483164618E+00   2
  28   -0.39973448943466380001E+02   -0.12403957284590205745E-03    0.28904343303227599156E-02    0.16649461111755942122E+00   2
  29   -0.39973562301734439473E+02   -0.11335826805947135654E-03    0.28359082244023775879E-02    0.10000000000000000000E+01   2
  30   -0.39974186661967920031E+02   -0.62436023348055869064E-03    0.25134798869701356801E-02    0.10000000000000000000E+01   2
  31   -0.39974678115817440016E+02   -0.49145384951998494216E-03    0.22263108887317960630E-02    0.10000000000000000000E+01   2
  32   -0.39975165002361244149E+02   -0.48688654380413254330E-03    0.19853599485979995382E-02    0.10000000000000000000E+01   2
